26.май;"Оборудование для измерения, испытаний и навигации; часы всех видов"
26.51.51;Гидрометры, термометры, пирометры, барометры, гигрометры и психрометры
26.51.51.110;Термометры
26.51.51.120;Пирометры
26.51.51.130;Барометры
26.51.51.140;Гигрометры
26.51.51.150;Психрометры
26.51.52;Приборы для измерения или контроля расхода, уровня, давления или прочих переменных характеристик жидкостей и газов
26.51.52.110;Приборы для измерения или контроля расхода жидкостей и газов
26.51.52.120;Приборы для измерения или контроля уровня жидкостей и газов
26.51.52.130;Приборы для измерения или контроля давления жидкостей и газов
26.51.52.190;Приборы для измерения или контроля прочих переменных характеристик жидкостей и газов
26.51.53;Приборы и аппаратура для физического или химического анализа, не включенные в другие группировки
26.51.53.110;Газоанализаторы или дымоанализаторы
26.51.53.120;Анализаторы жидкостей
26.51.53.130;Анализаторы аэрозолей, твердых и сыпучих веществ
26.51.53.140;Приборы универсальные для определения состава и физико-химических свойств газов, жидкостей и твердых веществ
26.51.53.141;Анализаторы для диагностики in vitro
26.51.53.149;Приборы универсальные для определения состава и физико-химических свойств газов, жидкостей и твердых веществ прочие
26.51.53.150;Приборы и аппаратура для спектрального анализа, основанные на действии оптического излучения (ультрафиолетового, видимой части спектра, инфракрасного)
26.51.53.160;Экспонометры и прочие приборы для измерения или контроля количества тепла, звука или света
26.51.53.170;Приборы и установки радиационные диагностические
26.51.53.171;Дефектоскопы радиационные с получением информации из объема
26.51.53.172;Аппараты универсальные радиационные
26.51.53.180;Устройства, блоки и узлы электронно-физические функциональные ядерные и радиоизотопные
26.51.53.181;Устройства, блоки и узлы электронно-физические функциональные преобразовательные ядерные и радиоизотопные
26.51.53.182;Устройства, блоки и узлы электронно-физические функциональные обработки информации ядерные и радиоизотопные
26.51.53.183;Устройства, блоки и узлы электронно-физические функциональные управляющие и контроля ядерные и радиоизотопные
26.51.53.184;Устройства, блоки и узлы электронно-физические функциональные вспомогательные ядерные и радиоизотопные
26.51.53.185;Устройства, блоки и узлы детектирования для преобразования информации ядерные и радиоизотопные
26.51.53.186;Стенды, установки технологические для наладки аппаратуры ядерной и радиоизотопной
26.51.53.190;Приборы и аппаратура для физического или химического анализа прочие, не включенные в другие группировки
26.51.6;Инструменты и приборы прочие для измерения, контроля и испытаний
26.51.61;Микроскопы (кроме оптических микроскопов) и дифракционные аппараты
26.51.61.110;Микроскопы (кроме микроскопов оптических)
26.51.61.120;Аппараты дифракционные
26.51.62;Машины и приборы для испытания механических свойств материалов
26.51.62.110;Машины и приборы для испытания металлов
26.51.62.120;Машины и приборы для испытания строительных материалов
26.51.62.130;Машины и приборы для испытания текстильных материалов
26.51.62.140;Машины и приборы для испытания полимерных материалов
26.51.62.150;Машины и приборы для испытания бумаги и картона
26.51.62.160;Машины и приборы для испытания формовочных материалов и огнеупоров
26.51.62.190;Машины и приборы для испытания прочих материалов и конструкций
26.51.63;Счетчики потребления или производства газа, жидкости или электроэнергии
26.51.63.110;Счетчики производства или потребления газа
26.51.63.120;Счетчики производства или потребления жидкости
26.51.63.130;Счетчики производства или потребления электроэнергии
26.51.64;"Счетчики числа оборотов и счетчики количества продукции; таксометры, спидометры и тахометры; стробоскопы"
26.51.64.110;Счетчики числа оборотов
26.51.64.120;Счетчики количества продукции
26.51.64.130;Таксометры
26.51.64.140;Спидометры
26.51.64.150;Тахометры
26.51.64.160;Стробоскопы
26.51.64.170;Скоростемеры
26.51.64.190;Приборы для измерения параметров движения и количества прочие
26.51.65;Приборы и аппаратура для автоматического регулирования или управления, гидравлические или пневматические
26.51.65.000;Приборы и аппаратура для автоматического регулирования или управления, гидравлические или пневматические
26.51.66;Инструменты, приборы и машины для измерения или контроля, не включенные в другие группировки
26.51.66.110;Приборы для измерения усилий и деформаций
26.51.66.111;Динамометры общего назначения
26.51.66.112;Динамометры и силоизмерительные машины образцовые
26.51.66.113;Приборы для определения моментов
26.51.66.114;Приборы для измерения деформации
26.51.66.115;Датчики силы и деформации
26.51.66.119;Машины и приборы для измерения усилий и деформаций прочие
26.51.66.120;Приборы неразрушающего контроля качества материалов и изделий
26.51.66.121;Приборы акустического неразрушающего контроля
26.51.66.122;Приборы капиллярного неразрушающего контроля
26.51.66.123;Приборы магнитного неразрушающего контроля
26.51.66.124;Приборы оптического и теплового неразрушающего контроля
26.51.66.125;Приборы радиационного неразрушающего контроля
26.51.66.126;Приборы радиоволнового неразрушающего контроля
26.51.66.127;Приборы электромагнитного (вихревых токов) и электрического неразрушающего контроля
26.51.66.129;Приборы неразрушающего контроля прочие
26.51.66.130;Приборы виброметрии
26.51.66.131;Аппаратура общего назначения для определения основных параметров вибрационных процессов
26.51.66.132;Аппаратура для балансировки вращающихся частей машин в собственных подшипниках
26.51.66.133;Аппаратура контрольно-сигнальная для автоматической защиты агрегатов от опасных вибраций
26.51.66.134;Вибростенды для испытания изделий и тарировки виброизмерительных приборов и аппаратуры
26.51.66.135;Аппаратура виброизмерительная специальная
26.51.66.140;Средства автоматизации и механизации контроля размеров
26.51.66.190;Инструменты, приборы и машины для измерения или контроля прочие, не включенные в другие группировки
26.51.7;Термостаты, стабилизаторы давления и прочие приборы и аппаратура для автоматического регулирования или управления
26.51.70;Термостаты, стабилизаторы давления и прочие приборы и аппаратура для автоматического регулирования или управления
26.51.70.110;Термостаты
26.51.70.120;Стабилизаторы давления
26.51.70.190;Приборы автоматические регулирующие и контрольно-измерительные прочие
26.51.8;Части и принадлежности оборудования для измерения, испытаний и навигации
26.51.81;Части и принадлежности аппаратуры радиолокационной, радионавигационной и радиоаппаратуры дистанционного управления
26.51.81.000;Части и принадлежности аппаратуры радиолокационной, радионавигационной и радиоаппаратуры дистанционного управления
26.51.82;"Части и принадлежности изделий, отнесенных к группировкам 26.51.12, 26.51.32, 26.51.33, 26.51.4 и 26.51.5; микротомы; части, не включенные в другие группировки"
26.51.82.110;"Комплектующие (запасные части) дальномеров, теодолитов и тахиметров (тахеометров); геодезических, гидрографических, океанографических, гидрологических, метеорологических или геофизических инструментов и прочих приборов, не имеющие самостоятельных группировок"
26.51.82.120;Комплектующие (запасные части) чертежных столов, машин и прочих инструментов для черчения, разметки или математических расчетов, не имеющие самостоятельных группировок
26.51.82.130;Комплектующие (запасные части) ручных приборов для измерения линейных размеров, не имеющие самостоятельных группировок
26.51.82.140;Комплектующие (запасные части) приборов для измерения электрических величин и ионизирующих излучений, не имеющие самостоятельных группировок
26.51.82.150;Комплектующие (запасные части) машин и приборов для испытания механических свойств материалов, не имеющие самостоятельных группировок
26.51.82.160;Микротомы
26.51.82.170;Узлы функциональные и запасные части, инструменты и принадлежности приборов ядерных аналитических
26.51.82.180;Изделия комплектующие, запасные части, инструменты и принадлежности приборов и установок радиационных диагностических, аппаратуры ядерной и радиоизотопной
26.51.82.181;Принадлежности к аппаратам радиационным диагностическим
26.51.82.182;Изделия комплектующие, запасные части, инструменты и принадлежности приборов и установок радиационных диагностических
26.51.82.183;Запасные части измерительных приборов, устройства, блоки, узлы вспомогательные электронные и механические аппаратуры ядерной и радиоизотопной
26.51.82.190;Комплектующие (запасные части), не включенные в другие группировки, не имеющие самостоятельных группировок
26.51.83;Части и принадлежности микроскопов (кроме оптических микроскопов) и дифракционных аппаратов
26.51.83.110;Комплектующие (запасные части) микроскопов (кроме оптических), не имеющие самостоятельных группировок
26.51.83.120;Комплектующие (запасные части) дифракционной аппаратуры, не имеющие самостоятельных группировок
26.51.84;Части и принадлежности изделий, отнесенных к группировкам 26.51.63 и 26.51.64
26.51.84.110;Комплектующие (запасные части) счетчиков производства или потребления газа, жидкости или электроэнергии, не имеющие самостоятельных группировок
26.51.84.120;"Комплектующие (запасные части) счетчиков числа оборотов и счетчиков количества продукции; таксометров, спидометров и тахометров; стробоскопов, не имеющие самостоятельных группировок"
26.51.85;Части и принадлежности инструментов и аппаратов, отнесенных к группировкам 26.51.65, 26.51.66 и 26.51.70
26.51.85.110;Комплектующие (запасные части) приборов и устройств контрольно-измерительные автоматических, гидравлических и пневматических, не имеющие самостоятельных группировок
26.51.85.120;Комплектующие (запасные части) приборов, устройств и машин контрольно-измерительных, не включенные в другие группировки, не имеющие самостоятельных группировок
26.51.85.130;Комплектующие (запасные части) термостатов, стабилизаторов давления и приборов автоматических регулирующих и контрольно-измерительных прочих, не имеющие самостоятельных группировок
26.51.86;Части и принадлежности инструментов и аппаратов, отнесенных к группировкам 26.51.11 и 26.51.62
26.51.86.110;"Комплектующие (запасные части) компасы для определения направления; приборов и инструментов навигационных прочих, не имеющие самостоятельных группировок"
26.51.86.120;Комплектующие (запасные части) машин и приборов для испытания механических свойств материалов, не имеющие самостоятельных группировок
26.51.9;Услуги по производству оборудования для измерения, испытаний и навигации отдельные, выполняемые субподрядчиком
26.51.99;Услуги по производству оборудования для измерения, испытаний и навигации отдельные, выполняемые субподрядчиком
26.51.99.110;Услуги по производству приборов и аппаратуры для измерения или обнаружения ионизирующих излучений
26.51.99.120;Услуги по изготовлению приборов и установок радиационных диагностических отдельные, выполняемые субподрядчиком
26.51.99.130;Услуги по производству устройств, блоков и узлов электронно-физических функциональных ядерных и радиоизотопных отдельные, выполняемые субподрядчиком
26.51.99.190;Услуги по производству оборудования для измерения, испытаний и навигации отдельные прочие, выполняемые субподрядчиком
26.52;Часы всех видов
26.52.1;Часы всех видов, кроме часовых механизмов и частей
26.52.11;Часы наручные и карманные с корпусом из драгоценного металла или металла, плакированного драгоценным металлом
26.52.11.110;Часы наручные и карманные механические с корпусом из драгоценного металла или металла, плакированного драгоценным металлом
26.52.11.120;Часы наручные и карманные электронно-механические с корпусом из драгоценного металла или металла, плакированного драгоценным металлом
26.52.11.130;Часы наручные и карманные электронные с корпусом из драгоценного металла или металла, плакированного драгоценным металлом
26.52.12;Часы прочие, предназначенные для ношения на себе или с собой, включая секундомеры
26.52.12.110;Часы наручные и карманные механические прочие
26.52.12.120;Часы наручные и карманные электронно-механические прочие
26.52.12.130;Часы наручные и карманные электронные прочие
26.52.12.140;Секундомеры
26.52.13;Часы, устанавливаемые на приборных панелях, и аналогичные часы для транспортных средств
26.52.13.110;Часы, устанавливаемые на приборных панелях
26.52.13.120;Часы аналогичные для транспортных средств
26.52.14;"Часы, не предназначенные для ношения на себе или с собой, с часовым механизмом для часов, предназначенных для ношения на себе или с собой; будильники и настенные часы; часы прочие"
26.52.14.000;"Часы, не предназначенные для ношения на себе или с собой, с часовым механизмом для часов, предназначенных для ношения на себе или с собой; будильники и настенные часы; часы прочие"
26.52.2;Механизмы часовые и части часов всех видов
26.52.21;Механизмы часовые, укомплектованные и собранные для часов, предназначенных для ношения на себе или с собой
26.52.21.000;Механизмы часовые, укомплектованные и собранные для часов, предназначенных для ношения на себе или с собой
26.52.22;Механизмы часовые, укомплектованные и собранные для часов, не предназначенных для ношения на себе или с собой
26.52.22.000;Механизмы часовые, укомплектованные и собранные для часов, не предназначенных для ношения на себе или с собой
26.52.23;"Механизмы часовые, укомплектованные, несобранные или частично собранные для часов, предназначенных для ношения на себе или с собой; неукомплектованные часовые механизмы, собранные для часов, предназначенных для ношения на себе или с собой"
26.52.23.000;"Механизмы часовые, укомплектованные, несобранные или частично собранные для часов, предназначенных для ношения на себе или с собой; неукомплектованные часовые механизмы, собранные для часов, предназначенных для ношения на себе или с собой"
26.52.24;Механизмы часовые, предварительно грубо собранные для часов, предназначенных для ношения на себе или с собой
26.52.24.000;Механизмы часовые, предварительно грубо собранные для часов, предназначенных для ношения на себе или с собой
26.52.25;Механизмы часовые, укомплектованные несобранные, неукомплектованные и предварительно грубо собранные для часов, не предназначенных для ношения на себе или с собой
26.52.25.000;Механизмы часовые, укомплектованные несобранные, неукомплектованные и предварительно грубо собранные для часов, не предназначенных для ношения на себе или с собой
26.52.26;Корпуса часов всех видов и их части
26.52.26.000;Корпуса часов всех видов и их части
26.52.27;Части часов всех видов прочие
26.52.27.000;Части часов всех видов прочие
26.52.28;"Регистраторы времени, устройства записи времени, счетчики времени парковки; временные переключатели с часовым механизмом всех видов"
26.52.28.110;Регистраторы времени
26.52.28.120;Устройства записи времени
26.52.28.130;Счетчики времени парковки
26.52.28.140;Переключатели временные с часовым механизмом всех видов
26.52.9;Услуги по производству часов всех видов отдельные, выполняемые субподрядчиком
26.52.99;Услуги по производству часов всех видов отдельные, выполняемые субподрядчиком
26.52.99.000;Услуги по производству часов всех видов отдельные, выполняемые субподрядчиком
62;"Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий"
62.0;"Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий"
62.01;Продукты программные и услуги по разработке и тестированию программного обеспечения
62.01.1;Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения
62.01.11;"Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения
Эта группировка включает:
- услуги по разработке структуры и/или написанию системы команд, включая обновления и исправления, необходимые для создания и/или реализации приложения, такие как: разработка структуры и содержания web-сайтов и/или написание системы команд, необходимых для создания и внедрения web-сайтов, разработка структуры и содержания баз данных и/или написание системы команд, необходимых для создания и внедрения баз данных (хранилищ данных);
- разработка структуры и написание системы команд, необходимых для проектирования и разработки прикладных программ, кроме программирования для разработки web-сайтов, баз данных или интеграции пакетов программного обеспечения;
- индивидуализация и интеграция, настройка (модификация, конфигурация и т.п.) и внедрение существующего приложения таким образом, чтобы оно функционировало бы в рамках информационной системы клиента;
- тестирование программного обеспечения
Эта группировка не включает:
- услуги, осуществляемые по договору, согласно которому проектирование и разработка web-сайта связаны с его размещением, см. 63.11.13;
- услуги, осуществляемые по договору, согласно которому проектирование и разработка приложения связаны с его размещением и управлением на постоянной основе, см. 63.11.19;
- услуги, осуществляемые по договору, согласно которому проектирование и разработка базы данных связаны с постоянным управлением хранимыми данными, см. 63.11.19"
62.01.11.000;Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения
62.01.12;"Услуги по проектированию и разработке информационных технологий для сетей и систем
Эта группировка включает:
- проектирование, разработку и внедрение сетей клиента, таких как внутрикорпоративные сети, экстрасети и виртуальные частные сети;
- услуги по проектированию и разработке средств безопасности сети, т.е. проектированию, разработке и внедрению программного обеспечения, аппаратного оборудования и процедур для контроля доступа к данным и программам и для предоставления возможности для безопасного обмена информацией по сети
Эта группировка не включает:
- услуги, осуществляемые по договору, согласно которому данная услуга связана с оперативным управлением сети клиента, см. 62.03.12
"
62.01.12.000;Услуги по проектированию и разработке информационных технологий для сетей и систем
62.01.2;"Оригиналы программного обеспечения
Эта группировка включает:
- интеллектуальную собственность, охраняемую авторским правом, произведенную без контракта на продажу с безотлагательным расчетом наличными (т.е. со всеми сопутствующими имущественными правами);
- интеллектуальную собственность, предназначенную для продажи и косвенно или открыто охраняемую авторским правом (например, компьютерное программное обеспечение)
Эта группировка не включает:
- программное обеспечение, произведенное по договору для третьих сторон, см. 62.01.11;
- услуги по оптовой и розничной торговле программным обеспечением, см. 46.14.11, 46.51.10, 47.00.31
"
62.01.21;Оригиналы программного обеспечения компьютерных игр
62.01.21.000;Оригиналы программного обеспечения компьютерных игр
62.01.29;Оригиналы программного обеспечения прочие
62.01.29.000;Оригиналы программного обеспечения прочие
62.02;"Услуги консультативные, связанные с компьютерной техникой
Эта группировка не включает:
- услуги, осуществляемые по договору, согласно которому консультативные услуги связаны с проектированием и разработкой решения в области информационных технологий (web-сайта, базы данных, конкретного приложения, сети и т.д.), см. услуги по проектированию и разработке соответствующей информационной технологии в группировке 62.01.1;
- консультирование по вопросам, связанным со стратегией бизнеса, например консультирование по разработке стратегии электронной торговли, см. 70.22.11
"
62.02.1;Услуги консультативные по компьютерному оборудованию
62.02.10;"Услуги консультативные по компьютерному оборудованию
Эта группировка включает:
- предоставление консультативных услуг или экспертного заключения по вопросам информационных технологий, связанным с компьютерным оборудованием, например консультативных услуг по таким вопросам, как требования к аппаратному оборудованию и закупки такого оборудования;
- предоставление экспертного заключения по вопросам, связанным с компьютерным оборудованием;
- комплексные услуги по оценке потребностей организации в компьютерах, консультированию по вопросу закупок компьютерного оборудования и программного обеспечения, разработке спецификаций системы и внедрению новой системы;
- услуги по интегрированию компьютерных систем, т.е. анализ действующей компьютерной системы клиента, настоящих и будущих требований к вычислительным ресурсам, приобретение нового оборудования и программного обеспечения и интегрирование компонентов новой и старой систем для создания новой интегрированной системы
"
62.02.10.000;Услуги консультативные по компьютерному оборудованию
62.02.2;Услуги консультативные по вопросам систем и программному обеспечению
62.02.20;"Услуги консультативные по вопросам систем и программному обеспечению
Эта группировка включает:
- предоставление консультативных услуг или экспертного заключения по вопросам информационных технологий, связанных с системами информационных технологий и программным обеспечением, таких как: консультации по таким вопросам, как требования к программному обеспечению и его закупки, консультации по вопросам безопасности систем
"
62.02.20.110;Услуги по планированию и проектированию компьютерных систем
62.02.20.120;Услуги по обследованию и экспертизе компьютерных систем
62.02.20.130;Услуги по обучению пользователей
62.02.20.140;Услуги по подготовке компьютерных систем к эксплуатации
62.02.20.190;Услуги консультативные в области компьютерных технологий прочие
62.02.3;Услуги по технической поддержке информационных технологий
62.02.30;"Услуги по технической поддержке информационных технологий
Эта группировка включает:
- предоставление технической поддержки при использовании программного обеспечения или выявлении и устранении его неисправностей;
- услуги по обновлению;
- предоставление технической поддержки при использовании аппаратного оборудования или выявлении и устранении его неисправностей, включая тестирование и чистку в рабочем порядке и ремонт оборудования информационных технологий;
- техническую помощь при перемещении компьютерной системы клиента на новое место;
- предоставление технической поддержки при использовании аппаратного оборудования в сочетании с программным обеспечением или выявлении и устранении его неисправностей;
- предоставление технической помощи для решения специализированных проблем клиента, связанных с использованием компьютерной системы, такой как услуги по проверке или оценке работы вычислительных машин без консультаций или прочих последующих действий, включая проверку, оценку и составление документации для сервера, сети или процесса в отношении компонентов, характеристик, качества функционирования или безопасности
Данная категория включает услуги по управлению и контролю инфраструктуры информационных технологий клиента, включая аппаратное оборудование, программное обеспечение и сети
Эта группировка не включает:
- услуги по восстановлению программного обеспечения в случае аварии, см. 62.09.20
"
62.02.30.000;Услуги по технической поддержке информационных технологий
62.03;Услуги по управлению компьютерным оборудованием
62.03.1;"Услуги по управлению компьютерным оборудованием
Эта группировка включает:
- услуги по управлению и контролю инфраструктуры информационных технологий клиента, включая аппаратное оборудование, программное обеспечение и сети"
62.03.11;"Услуги по управлению сетями
Эта группировка включает:
- услуги по управлению и контролю коммуникационных сетей и взаимосвязанного аппаратного оборудования для диагностики проблем сети и сбора статистических данных о емкости сети и использованию для управления сетевым потоком и его точной настройки
Данные услуги также включают удаленное управление системами безопасности или предоставление услуг, связанных с безопасностью
"
62.03.11.000;Услуги по управлению сетями
62.03.12;"Услуги по управлению компьютерными системами
Эта группировка включает:
- предоставление услуг по оперативному управлению и эксплуатации компьютерной системы клиента
"
62.03.12.110;Услуги по управлению компьютерными системами непосредственно
62.03.12.120;Услуги по управлению компьютерными системами дистанционно
62.03.12.130;Услуги по сопровождению компьютерных систем
62.03.12.190;Услуги по управлению компьютерными системами прочие, не включенные в другие группировки
62.09;Услуги в области информационных технологий прочие и компьютерные услуги
62.09.1;Услуги по установке компьютеров и периферийного оборудования
62.09.10;"Услуги по установке компьютеров и периферийного оборудования
Эта группировка не включает:
- услуги по установке универсальных электронных вычислительных машин, см. 33.20.39
"
62.09.10.000;Услуги по установке компьютеров и периферийного оборудования
62.09.2;Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки
62.09.20;"Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки
Эта группировка включает:
- услуги по восстановлению данных, т.е. восстановление данных клиента с поврежденного или нестабильного накопителя на жестких дисках или прочего носителя памяти, или предоставление резервного компьютерного оборудования и дубликата программного обеспечения в отдельном месте с целью предоставления клиенту возможности переместить постоянный персонал для возобновления и поддержки повседневных компьютеризованных работ в случае чрезвычайного происшествия, такого как пожар или наводнение;
- услуги по установке программного обеспечения;
- прочие услуги по технической поддержке в области информационных технологий, не включенные в другие группировки
Эта группировка не включает:
- услуги в области компьютерного программирования, см. 62.01.1;
- консультативные услуги в области информационных технологий, см. 62.02;
- услуги по обработке данных и размещению, см. 63.11.1
"
