62.02.20.110;Услуги по планированию и проектированию компьютерных систем
62.02.20.120;Услуги по обследованию и экспертизе компьютерных систем
62.02.20.130;Услуги по обучению пользователей
62.02.20.140;Услуги по подготовке компьютерных систем к эксплуатации
62.02.20.190;Услуги консультативные в области компьютерных технологий прочие
62.02.3;Услуги по технической поддержке информационных технологий
62.02.30;"Услуги по технической поддержке информационных технологий
Эта группировка включает:
- предоставление технической поддержки при использовании программного обеспечения или выявлении и устранении его неисправностей;
- услуги по обновлению;
- предоставление технической поддержки при использовании аппаратного оборудования или выявлении и устранении его неисправностей, включая тестирование и чистку в рабочем порядке и ремонт оборудования информационных технологий;
- техническую помощь при перемещении компьютерной системы клиента на новое место;
- предоставление технической поддержки при использовании аппаратного оборудования в сочетании с программным обеспечением или выявлении и устранении его неисправностей;
- предоставление технической помощи для решения специализированных проблем клиента, связанных с использованием компьютерной системы, такой как услуги по проверке или оценке работы вычислительных машин без консультаций или прочих последующих действий, включая проверку, оценку и составление документации для сервера, сети или процесса в отношении компонентов, характеристик, качества функционирования или безопасности
Данная категория включает услуги по управлению и контролю инфраструктуры информационных технологий клиента, включая аппаратное оборудование, программное обеспечение и сети
Эта группировка не включает:
- услуги по восстановлению программного обеспечения в случае аварии, см. 62.09.20
"
62.02.30.000;Услуги по технической поддержке информационных технологий
62.03;Услуги по управлению компьютерным оборудованием
62.03.1;"Услуги по управлению компьютерным оборудованием
Эта группировка включает:
- услуги по управлению и контролю инфраструктуры информационных технологий клиента, включая аппаратное оборудование, программное обеспечение и сети"
62.03.11;"Услуги по управлению сетями
Эта группировка включает:
- услуги по управлению и контролю коммуникационных сетей и взаимосвязанного аппаратного оборудования для диагностики проблем сети и сбора статистических данных о емкости сети и использованию для управления сетевым потоком и его точной настройки
Данные услуги также включают удаленное управление системами безопасности или предоставление услуг, связанных с безопасностью
"
62.03.11.000;Услуги по управлению сетями
62.03.12;"Услуги по управлению компьютерными системами
Эта группировка включает:
- предоставление услуг по оперативному управлению и эксплуатации компьютерной системы клиента
"
62.03.12.110;Услуги по управлению компьютерными системами непосредственно
62.03.12.120;Услуги по управлению компьютерными системами дистанционно
62.03.12.130;Услуги по сопровождению компьютерных систем
62.03.12.190;Услуги по управлению компьютерными системами прочие, не включенные в другие группировки
62.09;Услуги в области информационных технологий прочие и компьютерные услуги
62.09.1;Услуги по установке компьютеров и периферийного оборудования
62.09.10;"Услуги по установке компьютеров и периферийного оборудования
Эта группировка не включает:
- услуги по установке универсальных электронных вычислительных машин, см. 33.20.39
"
62.09.10.000;Услуги по установке компьютеров и периферийного оборудования
62.09.2;Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки
62.09.20;"Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки
Эта группировка включает:
- услуги по восстановлению данных, т.е. восстановление данных клиента с поврежденного или нестабильного накопителя на жестких дисках или прочего носителя памяти, или предоставление резервного компьютерного оборудования и дубликата программного обеспечения в отдельном месте с целью предоставления клиенту возможности переместить постоянный персонал для возобновления и поддержки повседневных компьютеризованных работ в случае чрезвычайного происшествия, такого как пожар или наводнение;
- услуги по установке программного обеспечения;
- прочие услуги по технической поддержке в области информационных технологий, не включенные в другие группировки
Эта группировка не включает:
- услуги в области компьютерного программирования, см. 62.01.1;
- консультативные услуги в области информационных технологий, см. 62.02;
- услуги по обработке данных и размещению, см. 63.11.1
"
62.09.20.110;Услуги по восстановлению данных и поддержке повседневных компьютеризованных работ в случае чрезвычайного происшествия, такого как пожар или наводнение
62.09.20.120;Услуги по установке программного обеспечения
62.09.20.190;Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки
69;Услуги юридические и бухгалтерские
69.1;Услуги юридические
69.10;Услуги юридические
69.10.1;"Услуги юридические
Эта группировка не включает:
- административные услуги, связанные с судебными органами, см. 84.23.11
"
69.10.11;"Услуги по юридическим консультациям и представительству в связи с уголовным правом
Эта группировка включает:
- консультации, представительство и связанные с этим услуги (защита, поиск доказательств, свидетельство, экспертиза и т.д.), касающиеся уголовного права
"
69.10.11.000;Услуги по юридическим консультациям и представительству в связи с уголовным правом
69.10.12;"Услуги по юридическим консультациям и представительству в судебных процедурах в связи с правом предпринимательской деятельности и коммерческим правом
Эта группировка включает:
- консультации, представительство и связанные с этим услуги в судебных и квазисудебных процедурах в связи с правом предпринимательской деятельности и коммерческим правом
"
69.10.12.000;Услуги по юридическим консультациям и представительству в судебных процедурах в связи с правом предпринимательской деятельности и коммерческим правом
69.10.13;"Услуги по юридическим консультациям и представительству в судебных процедурах в связи с трудовым правом
Эта группировка включает:
- консультации, представительство и связанные с этим услуги в судебных и квазисудебных процедурах в связи с трудовым правом
"
69.10.13.000;Услуги по юридическим консультациям и представительству в судебных процедурах в связи с трудовым правом
69.10.14;"Услуги по юридическим консультациям и представительству в судебных процедурах в связи с гражданским правом
Эта группировка включает:
- консультации, представительство и связанные с этим услуги в судебных и квазисудебных процедурах в связи с гражданским правом
"
69.10.14.000;Услуги по юридическим консультациям и представительству в судебных процедурах в связи с гражданским правом
69.10.15;"Услуги юридические, касающиеся патентов, авторских прав и прочих прав интеллектуальной собственности
Эта группировка включает:
- составление и удостоверение документов и связанные с этим юридические услуги, касающиеся патентов, авторских прав и прочих прав интеллектуальной собственности
Эта группировка не включает:
- услуги по предоставлению лицензий на право использования интеллектуальной собственности и аналогичных продуктов, см. 77.40.1
"
69.10.15.000;Услуги юридические, касающиеся патентов, авторских прав и прочих прав интеллектуальной собственности
69.10.16;"Услуги нотариусов
Эта группировка включает:
- составление и хранение подлинных документов, обладающих законной и доказательной силой
Данные услуги предоставляются в таких областях, как семейное право (брачные контракты), наследственное право и завещания, передача недвижимого имущества, право, регулирующее деятельность компаний и т.д.
"
69.10.16.000;Услуги нотариусов
69.10.17;"Услуги арбитража и примирения
Эта группировка включает:
- услуги по оказанию помощи через арбитраж или посредничество для разрешения споров между трудящимися и администрацией, между предприятиями или между частными лицами
Эта группировка не включает:
- услуги по представительству от имени одной из сторон в споре, см. 69.10.11 - 69.10.14
"
69.10.17.000;Услуги арбитража и примирения
69.10.18;"Услуги юридические, связанные с аукционами
Эта группировка включает:
- юридические услуги, связанные с продажей имущества на аукционах
Эта группировка не включает:
- услуги по продаже на аукционах, кроме таких услуг, связанных с правовыми процедурами, см. 82.99.19
"
69.10.18.000;Услуги юридические, связанные с аукционами
69.10.19;"Услуги юридические прочие
Эта группировка включает:
- услуги по хранению документов в качестве третьего лица и урегулированию имущественных споров;
- консультации клиентов, связанные с их законными правами и обязанностями;
- прочие правовые услуги, не включенные в другие группировки
"
69.10.19.000;Услуги юридические прочие
69.2;"Услуги в области бухгалтерского учета; по проведению финансового аудита; по налоговому консультированию"
69.20;"Услуги в области бухгалтерского учета; по проведению финансового аудита; по налоговому консультированию"
69.20.1;Услуги по проведению финансового аудита
69.20.10;"Услуги по проведению финансового аудита
Эта группировка включает:
- услуги по проведению независимой проверки бухгалтерской (финансовой) отчетности в целях выражения мнения о достоверности такой отчетности
Эта группировка не включает:
- услуги по ведению бухгалтерского учета, включая составление бухгалтерской (финансовой) отчетности, см. 69.20.21;
- аудиторскую проверку управления, см. 70.22.11
"
69.20.10.000;Услуги по проведению финансового аудита
69.20.2;"Услуги в области бухгалтерского учета
Эта группировка включает:
- услуги по ведению (восстановлению) бухгалтерского учета, включая составление бухгалтерской (финансовой) отчетности;
- бухгалтерское консультирование;
- услуги по принятию, своду и консолидации бухгалтерской отчетности;
- услуги по расчету и начислению заработной платы;
- услуги в области бухгалтерского (финансового) учета прочие
Эта группировка не включает:
- услуги по обработке данных, см. 63.11.11
"
69.20.21;"Услуги по ведению (восстановлению) бухгалтерского учета
Эта группировка включает:
- услуги по ведению (восстановлению) бухгалтерского учета, включая составление бухгалтерской (финансовой) отчетности, заключающейся в формировании документированной систематизированной информации об объектах бухгалтерского учета, и составлению на ее основе бухгалтерской (финансовой) отчетности
Эта группировка не включает:
- услуги по обработке данных, см. 63.11.11
"
69.20.21.000;Услуги по ведению (восстановлению) бухгалтерского учета
69.20.22;"Услуги по бухгалтерскому консультированию
Эта группировка включает:
- услуги по консультации вопросов по организации и (или) ведению бухгалтерского учета, включая вопросы по составлению и представлению бухгалтерской (финансовой) отчетности на основе информации, предоставленной клиентом;
- услуги по консультации вопросов организации внутреннего контроля
Достоверность составляемых отчетов при этом не гарантируется
Эта группировка не включает:
- услуги по обработке данных, см. 63.11.11;
- услуги по составлению налоговых расчетов и деклараций, предоставляемые в качестве отдельной услуги, см. 69.20.3
"
69.20.22.000;Услуги по бухгалтерскому консультированию
69.20.23;"Услуги по принятию, своду и консолидации бухгалтерской (финансовой) отчетности
Эта группировка включает:
- услуги по принятию бухгалтерской (финансовой) отчетности от подведомственных учреждений клиента;
- услуги бухгалтерского учета по составлению на основе отчетности подведомственных учреждений клиента сводной и консолидированной бухгалтерской (финансовой) отчетности
Эта группировка не включает:
- услуги по ведению (восстановлению) бухгалтерского учета, см. 69.20.21;
- услуги по обработке данных, см. 63.11.11;
- услуги по заработной плате, в том числе расчет заработной платы и формирование соответствующих регистров, см. 69.20.24;
- услуги в области бухгалтерского учета, относящиеся к составлению налоговых расчетов и деклараций, см. 69.20.3;
- услуги по сбору платежей по счетам, см. 82.91.12
"
69.20.23.000;Услуги по принятию, своду и консолидации бухгалтерской (финансовой) отчетности
69.20.24;"Услуги по расчету и начислению заработной платы
Эта группировка включает:
- услуги по расчету и начислению заработной платы, формирование первичных документов по учету заработной платы и ее выплатам, включая расчет обязательных налогов с доходов физических лиц и платежей во внебюджетные фонды, с формированием необходимых налоговых и иных расчетов (документов)
Эта группировка не включает:
- услуги в области налогового консультирования, относящиеся к составлению налоговых расчетов и деклараций, см. 69.20.3
"
69.20.24.000;Услуги по расчету и начислению заработной платы
69.20.29;"Услуги в области бухгалтерского учета прочие
Эта группировка включает:
- услуги по организации внутреннего контроля, учетной политике экономического субъекта и иных услуг в области бухгалтерского учета
Эта группировка не включает:
- услуги по ведению (восстановлению) бухгалтерского учета, см. 69.20.21
"
69.20.29.000;Услуги в области бухгалтерского учета прочие
69.20.3;"Услуги в области налогового консультирования
Эта группировка включает:
- налоговое консультирование;
- представление клиентов в налоговых органах, в том числе подготовка налоговой документации
"
69.20.31;"Услуги по налоговому консультированию и подготовка налоговой документации для юридических лиц
Эта группировка включает:
- консультирование по налогообложению юридических лиц;
- представление юридических лиц в налоговых органах, в том числе подготовка налоговой документации для юридических лиц
"
69.20.31.000;Услуги по налоговому консультированию и подготовка налоговой документации для юридических лиц
69.20.32;"Услуги по налоговому консультированию и подготовка налоговой документации для физических лиц
Эта группировка включает:
- консультирование по налогообложению физических лиц;
- представление физических лиц в налоговых органах, в том числе подготовка налоговой документации по налогам физических лиц
"
69.20.32.000;Услуги по налоговому консультированию и подготовка налоговой документации для физических лиц
69.20.4;Услуги, связанные с неплатежеспособностью и взысканием задолженности
69.20.40;"Услуги, связанные с неплатежеспособностью и взысканием задолженности
Эта группировка включает:
- консультации и помощь для руководства и/или кредиторов неплатежеспособного предприятия и/или принятие мер в качестве ликвидатора или управляющего имуществом неплатежеспособного предприятия
"
69.20.40.000;Услуги, связанные с неплатежеспособностью и взысканием задолженности
70.22.2;Услуги по вопросам руководства проектами прочие, кроме руководства строительными проектами
70.22.20;"Услуги по вопросам руководства проектами прочие, кроме руководства строительными проектами
Эта группировка включает:
- услуги по координации ресурсов и контролю за их использованием в процессе подготовки, осуществления и завершения проекта по поручению клиента услуги по руководству проектами, которые могут включать бюджетный контроль, контроль за отчетностью и расходами, закупки, планирование графика работ и прочих условий работ, координацию работы субподрядчиков, проверку и контроль качества и т.д.;
- услуги по руководству проектами, которые включают услуги по вопросам управления и административные услуги с предоставлением или без предоставления своего персонала
Эта группировка не включает:
- услуги по руководству строительными проектами, см. 71.12.20
"
70.22.20.000;Услуги по вопросам руководства проектами прочие, кроме руководства строительными проектами
71.12;Услуги в области инженерно-технического проектирования и связанные технические консультативные услуги
71.12.1;"Услуги инженерно-технического характера
Эта группировка не включает:
- услуги по научным исследованиям и экспериментальным разработкам в области технических наук, см. 72.19.2
"
71.12.11;"Услуги в виде научно-технических консультаций
Эта группировка включает:
- предоставление консультаций и рекомендаций клиентам по вопросам инженерных принципов и методов независимо от инженерного проекта, включая анализ стратегии, исследования, связанные с законодательным регулированием, и проверки;
- дачу свидетельских показаний свидетелем, который на основании опыта, обучения, умения или знаний в области инженерного дела считается компетентным для предоставления обоснованной точки зрения по таким вопросам;
- инженерное исследование неисправной инженерной системы или конструкции для определения причинных факторов
Эта группировка также включает:
- инженерно-технические консультации по энергосбережению и повышению энергетической эффективности;
- энергосервис
Эта группировка не включает:
- рекомендации, исследования и отчеты, предоставленные в связи с отдельным проектом, см. классификацию на основе типа проекта в группировках 71.12.12 - 71.12.19
"
71.12.11.100;Услуги в виде инженерно-технических консультаций по энергосбережению и повышению энергетической эффективности
71.12.11.900;Услуги в виде инженерно-технических консультаций прочие
71.12.12;"Услуги по инженерно-техническому проектированию зданий
Эта группировка включает:
- создание чертежей, планов и проведение исследований, связанных с проектами жилищного строительства, такими как проекты, связанные с новыми и существующими домами, домами строчной застройки, квартирами и т.п., многофункциональными зданиями, преимущественно используемыми для жилья;
- создание чертежей, планов и проведение исследований, связанных со строительными проектами новых и существующих торговых, общественных и учрежденческих зданий, включая многофункциональные здания, преимущественно используемые для торговых, общественных или учрежденческих целей, таких как: офисные здания, торговые центры, гостиницы и рестораны, станции обслуживания и склады, автобусные и грузовые терминалы, больницы, школы, церкви, тюрьмы, стадионы и зрелищно-спортивные сооружения с центральной ареной, библиотеки и музеи;
- инженерные консультативные услуги, связанные с конкретным проектом строительства жилого, коммерческого, общественного или учрежденческого здания или сооружения
Эта группировка также включает:
- услуги, связанные с разработкой инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию зданий, являющихся объектами культурного наследия;
- услуги, связанные с разработкой проектной документации по инженерному укреплению зданий, являющихся объектами культурного наследия
Эта группировка не включает:
- инженерные консультативные услуги, не связанные с конкретным проектом, см. 71.12.11;
- услуги в области ландшафтной архитектуры, связанные с разработкой инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию объектов культурного наследия, см. 71.11.41
"
71.12.12.110;"Услуги по проектированию (включая изыскания) объектов использования атомной энергии
Эта группировка не включает:
- услуги по проведению экспертизы проектной документации и результатов инженерных изысканий, см. 71.20.19.110;
- услуги по проведению государственной экспертизы проектной документации и результатов инженерных изысканий, см. 71.20.19.111
"
71.12.12.120;Услуги по строительному надзору при строительстве и реконструкции объектов федеральных ядерных организаций
71.12.12.130;"Услуги, связанные с разработкой инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию зданий, являющихся объектами культурного наследия
Эта группировка также включает:
- услуги, связанные с разработкой проектной документации по инженерному укреплению зданий, являющихся объектами культурного наследия
Эта группировка не включает:
- услуги в области ландшафтной архитектуры, связанные с разработкой инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию объектов культурного наследия, см. 71.11.41
"
71.12.12.190;Услуги по инженерно-техническому проектированию зданий прочие, не включенные в другие группировки
71.12.13;"Услуги по инженерно-техническому проектированию систем энергоснабжения
Эта группировка включает:
- инженерные услуги, связанные с объектами, на которых вырабатывается: электроэнергия из угля и прочих ископаемых видов топлива, таких как нефть и газ; электроэнергия из ядерного топлива; энергия падающей воды; прочая энергия, такая как солнечная энергия, энергия ветра, геотермальная энергия, включая энергию, вырабатываемую на теплоэлектроцентралях;
- инженерные услуги, связанные с надземными или подземными линиями электропередачи и распределения электроэнергии
"
71.12.13.000;Услуги по инженерно-техническому проектированию систем энергоснабжения
71.12.14;"Услуги по инженерно-техническому проектированию тоннелей, автомагистралей, улиц, транспортных развязок и подобных объектов
Эта группировка включает:
- все инженерные услуги (включая составление чертежей, планов и проведение исследований), связанные с автомагистралями, дорогами и улицами, включая надземные автомагистрали, используемые для движения автодорожных транспортных средств; мостами и тоннелями; вспомогательными дорожно-транспортными сооружениями, такими как площадки отдыха у дороги, станции взвешивания, пункты платы за проезд; системами общественного транспорта, такими как системы легкорельсового транспорта или метрополитена; железными дорогами и с ними связанными конструкциями;
железнодорожными мостами и тоннелями; морскими и внутренними портами; портами, шлюзами, каналами и плотинами, главным образом используемыми для транспортировочных целей; аэропортами, взлетно-посадочными полосами, ангарами, прочими авиационными сооружениями; проектами в области космического транспорта; проектами по транспортировке нефти и газа; прочими проектами в области транспорта, не включенными в другие группировки
Эта группировка также включает:
- услуги по разработке инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию транспортных сооружений, являющихся объектами культурного наследия, например, гидротехнических и портовых сооружений, мостов, тоннелей и т.п.;
- услуги по разработке проектной документации по инженерному укреплению транспортных сооружений, являющихся объектами культурного наследия
"
71.12.14.100;Услуги по инженерно-техническому проектированию тоннелей, автомагистралей, улиц, транспортных развязок и подобных объектов, кроме объектов культурного наследия
71.12.14.200;"Услуги по инженерно-техническому проектированию транспортных сооружений, являющихся объектами культурного наследия
Эта группировка включает:
- услуги по разработке инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию транспортных сооружений, являющихся объектами культурного наследия, например, гидротехнических и портовых сооружений, мостов, тоннелей и т.п.;
- услуги по разработке проектной документации по инженерному укреплению транспортных сооружений, являющихся объектами культурного наследия
"
71.12.15;"Услуги по инженерно-техническому проектированию заводов по переработке промышленных и твердых бытовых отходов (опасных и неопасных)
Эта группировка включает:
- инженерные услуги, связанные с системами сбора и удаления бытовых отходов, такими как: установки для переработки отходов, установки для компостирования отходов, перевалочные станции, рекуперационные установки, свалки мусора;
- инженерные услуги, связанные с программами по сбору, очистке, переработке и удалению промышленных источников загрязнения атмосферы, воды и твердых отходов, обычно до такого уровня, по достижении которого остаточный поток отходов можно без риска выпустить в природную среду или обычные муниципальные системы;
- инженерные услуги, связанные с программами очистки опасных отходов, такими как: программы по обработке и удалению радиоактивных отходов, программы по уничтожению отравляющих веществ, программы по перепланировке и новой застройке старого промышленного района, программы по моделированию грунтовых вод, программы рекультивации загрязненных участков
"
71.12.15.000;Услуги по инженерно-техническому проектированию заводов по переработке промышленных и твердых бытовых отходов (опасных и неопасных)
71.12.16;"Услуги по инженерно-техническому проектированию объектов водоснабжения и канализации
Эта группировка включает:
- инженерные услуги, связанные с системами сбора, распределения, очистки и удаления воды, такими как: системы распределения питьевой воды, насосные станции, резервуары, сооружения водохранилищ, магистральные трубопроводы для подачи и распределения воды, включая запруды, преимущественно используемые для местного распределения питьевой воды и опреснительных установок, системы для управления ливневыми сточными водами, дренажные системы и системы противопаводочных водохранилищ, включая плотины, преимущественно используемые для регулирования паводкового стока, системы сбора, очистки и удаления сточных вод, оросительные системы и водопроводы, включая плотины, преимущественно используемые для орошения, применение законов физики и инженерных принципов при проектировании, разработке и использовании машин, материалов, инструментов, структур, процессов и систем
"
71.12.16.000;Услуги по инженерно-техническому проектированию производственных процессов и производств
71.12.17;"Услуги по инженерно-техническому проектированию производственных процессов и производств
Эта группировка включает:
- инженерные услуги, связанные с промышленными объектами и процессами: объектами горнодобывающей
и металлургической промышленности, такими как шахты, металлургические комбинаты, прокатные цеха, заводы по переработке минеральных ресурсов, включая комплексные инженерно-технические проекты, объединяющие сооружения и процессы; процессами в области горнодобывающей и металлургической промышленности, такими как добыча минеральных полезных ископаемых, выплавка, перегонка, обработка металлов без снятия стружки нефтяными и нефтехимическими сооружениями, такими как нефтяные и газовые платформы, нефтеперерабатывающие заводы, трубопроводы, нефтехимические заводы, включая комплексные инженерно-технические проекты, объединяющие сооружения и процессы; процессами производства нефти и продуктов нефтехимии, такими как добыча, перегонка, приготовление составов, смешивание; объектами и процессами в области микроэлектроники, например, для производства микропроцессоров, кремниевых кристаллов и пластин, интегральных схем и полупроводников; объектами и процессами для текстильного производства и производства одежды; объектами и процессами для производства черных металлов; прочими промышленными объектами и процессами, не включенными в другие группировки;
- инженерные услуги, связанные с проектированием промышленных изделий и продуктов фабричного производства: промышленного оборудования, такого как сельскохозяйственное, строительное, горнодобывающее, металлообрабатывающее, торговое оборудование и оборудование для обслуживания, отопительное, вентиляционное оборудование и оборудование для кондиционирования воздуха, оборудование для передачи энергии электронного оборудования, такого как компьютеры и периферийное оборудование, оборудование связи, аудио- и видеооборудование, полупроводники и прочие электронные компоненты электрооборудования, такого как осветительные приборы, крупные и мелкие электробытовые приборы и их составные части; транспортного оборудования, такого как автотранспортные средства, воздушные суда, поезда, морские суда, космические суда; промышленные изделия и продукты фабричного производства, не включенные в другие группировки
Эта группировка не включает:
- услуги в области промышленного дизайна, см. 74.10.12
"
71.12.17.000;Услуги по инженерно-техническому проектированию производственных процессов и производств
71.12.18;"Услуги по инженерно-техническому проектированию объектов связи, телевидения и радиовещания
Эта группировка включает:
- инженерные услуги, связанные с системами передачи голосовых сообщений и данных между пунктами сетевого окончания по медным проводам, оптоволоконным кабелям, коаксиальным кабелям и гибридным оптико-коаксиальным кабелям;
- инженерные услуги, связанные с системами передачи голосовых сообщений, данных и программ между пунктами сетевого окончания с помощью коротких волн или микроволн, такими как: системы радиотелефонной связи, системы спутниковой радиосвязи, спутниковые системы прямого вещания;
- инженерные услуги, связанные с системами передачи радио- и телевизионных сигналов;
- инженерные услуги, связанные с системами передачи или рассылки голосовых сообщений, данных или программ, не включенными в другие группировки
"
71.12.18.000;Услуги по инженерно-техническому проектированию объектов связи, телевидения и радиовещания
71.12.19;"Услуги по инженерно-техническому проектированию прочих объектов
Эта группировка включает:
- инженерные услуги, связанные с проектами по распределению природного газа и пара прочими коммунальными проектами, не включенными в другие группировки;
- инженерные услуги, связанные с системами, процессами, средствами или продуктами, не включенные в другие группировки, включая предоставление с ними связанных проектов, планов и исследований
Эта группировка также включает:
- услуги по разработке инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию прочих сооружений, являющихся объектами культурного наследия, таких, например, как колонны, колоннады, триумфальные арки, памятники историческим деятелям и деятелям культуры, стелы и т.п.;
- услуги по разработке проектной документации по инженерному укреплению прочих сооружений, являющихся объектами культурного наследия
"
71.12.19.100;Услуги по инженерно-техническому проектированию прочих объектов, кроме объектов культурного наследия
71.12.19.200;"Услуги по инженерно-техническому проектированию прочих объектов культурного наследия, не включенных в другие группировки
Эта группировка включает:
- услуги по разработке инженерно-технической проектной документации по консервации, ремонту, реставрации, приспособлению и воссозданию прочих сооружений, являющихся объектами культурного наследия, таких, например, как колонны, колоннады, триумфальные арки, памятники историческим деятелям и деятелям культуры, стелы и т.п.;
- услуги по разработке проектной документации по инженерному укреплению прочих сооружений, являющихся объектами культурного наследия
"
71.12.2;Услуги по руководству строительными проектами
71.12.20;"Услуги по руководству строительными проектами
Эта группировка включает:
- услуги, связанные с принятием по поручению клиента общей ответственности за успешное выполнение строительного проекта, включая организацию финансирования и проектирования, подачу конкурсных заявок и выполнение управленческих и контрольных функций;
- услуги по руководству проектами, предоставляемые инженерами или архитекторами
Эта группировка также включает:
- услуги по авторскому и техническому надзору при проведении работ по сохранению и воссозданию объекта культурного наследия
Эта группировка не включает:
- общие строительные работы, см. разделы 41, 42
"
71.12.20.110;Услуги заказчика-застройщика, генерального подрядчика
71.12.20.120;Услуги по авторскому и техническому надзору при проведении работ по сохранению и воссозданию объекта культурного наследия
71.12.20.190;Услуги по руководству строительными проектами прочие
